Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2024-0048;Morning;Intel;PCB-I-2024-C;Samsung;LCD-S-324;FlexConnect;CBL-2024-892;LG Chem;Plast-Pro;Arctic-5;24.9;58.9;990;5.1;29.2;0.82;12;174.3;0.084;Sold_02;250;250.3;3.67;4845;13.5;45.1;13.41;45.7;2.39;1.08;417;0;5.78;-51.8;74.1;49.67;Pass;No;;0.0;v2.2
SN-2024-0348;Morning;Nvidia;PCB-N-2023-Y;LG;LCD-L-749;WireTech;CBL-2024-183;LG Chem;Plast-Pro;CoolM-2;23.4;42.9;1023;7.4;15.2;0.95;12;174.8;0.14;Sold_01;250;249.3;3.66;778;11.2;51.4;12.1;46.3;2.12;1.08;401;0;9.72;-43.7;73.2;50.05;Pass;No;;0.0;v2.1
SN-2024-0283;Morning;Nvidia;PCB-N-2024-A;LG;LCD-L-155;Cables-X;CBL-2023-673;Panasonic;MoldMaster;Arctic-5;24.1;49.5;1006;12.3;38.8;0.97;12;159.4;0.2;Sold_01;250;253.0;2.93;3583;13.5;50.8;12.01;58.5;2.39;1.1;377;0;5.53;-59.4;72.3;50.35;Pass;No;;0.0;v2.1
SN-2025-0181;Morning;Nvidia;PCB-N-2025-B;Sharp;LCD-S-604;WireTech;CBL-2025-366;LG Chem;Plast-Pro;Arctic-5;22.1;60.9;995;8.8;14.4;0.88;12;153.3;0.085;Sold_01;250;252.5;3.33;4162;11.9;54.1;14.45;42.7;2.16;1.04;408;0;6.78;-46.4;70.4;50.0;Pass;No;;0.0;v2.2
SN-2025-0604;Afternoon;Nvidia;PCB-N-2024-A;LG;LCD-L-507;FlexConnect;CBL-2025-794;Panasonic;Plast-Pro;Arctic-5;25.9;62.3;1007;6.1;34.9;0.95;12;164.9;0.089;Sold_01;250;249.9;2.81;4101;13.1;54.7;13.84;43.2;2.25;1.04;388;0;7.62;-57.9;71.2;50.28;Pass;No;;0.0;v2.2
SN-2025-0180;Morning;Nvidia;PCB-N-2025-C;Samsung;LCD-S-610;WireTech;CBL-2024-702;Panasonic;MoldMaster;CoolM-2;25.9;58.5;1014;22.2;27.9;1.19;12;191.4;0.168;Sold_02;250;249.5;4.72;3500;14.0;48.6;13.73;53.1;2.16;1.06;364;0;5.07;-54.9;71.6;49.69;Pass;No;;0.0;v2.2
SN-2025-0528;Morning;Nvidia;PCB-N-2024-Y;Sharp;LCD-S-325;FlexConnect;CBL-2025-588;LG Chem;MoldMaster;Arctic-5;21.2;38.4;1015;14.6;15.8;0.82;12;187.5;0.119;Sold_01;250;250.4;3.42;1019;13.6;54.7;13.64;50.7;2.28;1.06;357;0;9.02;-51.0;74.9;49.71;Pass;No;;0.0;v2.1
SN-2025-0147;Afternoon;AMD;PCB-A-2024-C;LG;LCD-L-889;Cables-X;CBL-2024-455;Panasonic;MoldMaster;CoolM-2;25.0;40.6;1016;18.4;32.3;1.08;12;160.0;0.079;Sold_02;250;251.5;3.4;3449;15.0;52.7;14.47;49.8;2.37;1.01;440;0;9.91;-48.6;71.4;49.83;Pass;No;;0.0;v2.2
SN-2025-0299;Morning;Nvidia;PCB-N-2024-C;Sharp;LCD-S-622;WireTech;CBL-2025-963;LG Chem;Plast-Pro;CoolM-2;25.5;56.0;1012;23.4;32.3;0.97;12;179.1;0.137;Sold_02;250;248.1;4.72;1778;12.7;45.5;12.98;53.0;2.17;1.08;410;0;6.79;-40.5;72.9;50.31;Pass;No;;0.0;v2.1
SN-2024-0565;Afternoon;Nvidia;PCB-N-2024-C;LG;LCD-L-951;WireTech;CBL-2023-856;LG Chem;Plast-Pro;CoolM-2;23.2;39.3;1018;20.5;17.5;1.0;12;177.2;0.078;Sold_01;250;249.3;3.26;792;14.7;54.0;12.78;58.2;2.15;1.05;398;0;5.31;-52.3;70.8;50.21;Pass;No;;0.0;v2.2
SN-2025-0352;Afternoon;Intel;PCB-I-2025-B;Samsung;LCD-S-277;WireTech;CBL-2025-977;Panasonic;MoldMaster;CoolM-2;22.3;38.0;1008;23.9;23.5;0.93;12;191.7;0.08;Sold_01;250;248.5;4.74;104;12.6;49.3;12.26;50.3;2.12;1.03;378;0;8.81;-41.9;71.6;50.24;Pass;No;;0.0;v2.1
SN-2025-0374;Afternoon;Intel;PCB-I-2024-C;Samsung;LCD-S-416;Cables-X;CBL-2024-315;LG Chem;MoldMaster;Arctic-5;23.9;39.1;991;22.4;29.5;1.16;12;196.8;0.167;Sold_01;250;252.7;2.97;3572;13.1;53.8;12.78;51.1;2.29;1.09;447;0;6.11;-56.6;70.7;50.19;Pass;No;;0.0;v2.2
SN-2024-0549;Morning;Intel;PCB-I-2023-C;Samsung;LCD-S-794;WireTech;CBL-2024-361;LG Chem;Plast-Pro;CoolM-2;23.8;36.9;996;21.2;36.6;1.04;12;187.2;0.052;Sold_01;250;251.2;4.1;1712;13.4;51.0;12.87;52.4;2.13;1.04;448;0;6.48;-56.1;72.0;49.57;Pass;No;;0.0;v2.1
SN-2024-0198;Afternoon;Intel;PCB-I-2023-B;Samsung;LCD-S-476;FlexConnect;CBL-2023-766;LG Chem;Plast-Pro;Arctic-5;22.3;48.8;1004;24.6;20.5;1.03;12;183.5;0.134;Sold_01;250;248.9;3.62;3988;11.8;48.6;13.03;47.5;2.28;1.03;385;0;6.77;-41.4;72.7;49.68;Pass;No;;0.0;v2.2
SN-2023-0080;Morning;AMD;PCB-A-2023-Y;Sharp;LCD-S-537;WireTech;CBL-2022-024;LG Chem;Plast-Pro;Arctic-5;23.8;53.1;1027;6.2;21.7;0.8;12;173.1;0.177;Sold_01;250;249.2;4.5;1359;11.8;48.9;12.73;51.0;2.32;1.08;407;0;6.87;-43.6;71.1;50.22;Rework;No;;0.0;v2.1
SN-2024-0485;Afternoon;Nvidia;PCB-N-2023-Y;Samsung;LCD-S-246;Cables-X;CBL-2023-183;LG Chem;MoldMaster;Arctic-5;22.0;60.7;1027;12.8;35.6;1.1;12;179.5;0.151;Sold_02;250;248.0;3.27;368;11.7;52.8;13.81;40.2;2.13;1.02;402;0;8.39;-46.4;72.2;50.43;Pass;No;;0.0;v2.2
SN-2024-0127;Afternoon;Intel;PCB-I-2023-B;Samsung;LCD-S-346;WireTech;CBL-2024-076;LG Chem;Plast-Pro;CoolM-2;22.4;37.2;1000;5.2;39.9;0.88;12;188.0;0.107;Sold_02;250;249.2;4.35;2965;11.6;49.5;12.78;47.3;2.17;1.08;398;0;9.97;-52.8;70.3;49.55;Pass;No;;0.0;v2.2
SN-2024-0615;Morning;Nvidia;PCB-N-2024-Y;Sharp;LCD-S-160;Cables-X;CBL-2024-296;Panasonic;Plast-Pro;CoolM-2;25.5;64.8;1027;9.9;10.3;1.18;12;182.1;0.15;Sold_02;250;252.5;4.22;1778;14.9;52.5;12.74;59.1;2.26;1.08;374;0;7.03;-54.4;70.4;49.66;Pass;No;;0.0;v2.2
SN-2023-0672;Afternoon;Intel;PCB-I-2022-A;LG;LCD-L-391;Cables-X;CBL-2022-203;LG Chem;Plast-Pro;Arctic-5;23.4;65.0;991;16.6;40.0;1.05;12;196.0;0.114;Sold_02;250;253.1;2.68;1654;13.2;54.1;13.28;45.2;2.21;1.02;380;2;5.71;-42.8;70.8;50.39;Pass;No;;0.0;v2.1
SN-2025-0188;Afternoon;AMD;PCB-A-2024-B;Samsung;LCD-S-295;WireTech;CBL-2025-152;LG Chem;MoldMaster;Arctic-5;22.1;64.5;991;24.0;22.5;1.09;12;199.5;0.14;Sold_01;250;254.0;3.37;215;12.3;49.7;14.12;47.4;2.13;1.07;366;1;6.84;-52.4;74.2;50.36;Pass;No;;0.0;v2.1
SN-2023-0058;Morning;Intel;PCB-I-2022-X;LG;LCD-L-881;WireTech;CBL-2022-729;Panasonic;Plast-Pro;CoolM-2;24.5;42.9;996;24.8;18.1;1.12;12;175.9;0.181;Sold_02;250;252.3;3.21;1752;12.4;51.8;14.44;49.1;2.3;1.0;411;0;7.65;-57.7;74.9;49.62;Pass;No;;0.0;v2.1
SN-2023-0134;Afternoon;Intel;PCB-I-2022-C;Samsung;LCD-S-548;Cables-X;CBL-2023-975;LG Chem;MoldMaster;CoolM-2;21.0;45.3;1010;11.3;27.7;1.03;12;196.5;0.177;Sold_01;250;248.1;2.63;3946;14.3;50.5;14.02;40.2;2.13;1.06;424;0;5.3;-56.5;71.5;50.06;Pass;No;;0.0;v2.2
SN-2024-0453;Morning;AMD;PCB-A-2023-Y;LG;LCD-L-145;FlexConnect;CBL-2024-619;Panasonic;Plast-Pro;Arctic-5;22.8;52.0;998;10.8;22.3;0.98;12;189.8;0.108;Sold_02;250;254.5;4.4;988;13.8;45.1;14.69;50.8;2.31;1.08;377;0;6.44;-53.8;72.7;50.06;Pass;No;;0.0;v2.2
SN-2024-0246;Afternoon;AMD;PCB-A-2024-X;Samsung;LCD-S-996;Cables-X;CBL-2024-053;Panasonic;MoldMaster;Arctic-5;24.6;48.7;1021;19.2;18.9;0.96;12;152.1;0.061;Sold_01;250;252.1;2.64;432;14.5;48.9;13.37;40.6;2.27;1.08;395;0;9.99;-51.0;72.8;49.68;Pass;No;;0.0;v2.2
SN-2025-0343;Afternoon;AMD;PCB-A-2024-B;LG;LCD-L-859;WireTech;CBL-2024-658;Panasonic;Plast-Pro;CoolM-2;21.2;44.4;995;18.4;37.4;0.91;12;195.5;0.133;Sold_01;250;253.9;3.14;774;11.8;53.7;13.4;49.2;2.19;1.06;435;0;5.15;-43.3;72.8;50.11;Pass;No;;0.0;v2.2
SN-2024-0136;Morning;Intel;PCB-I-2024-B;Samsung;LCD-S-770;Cables-X;CBL-2024-029;Panasonic;MoldMaster;CoolM-2;21.7;63.4;1005;12.8;37.8;1.09;12;186.0;0.138;Sold_02;250;248.5;2.66;2499;12.9;54.3;12.72;53.0;2.31;1.02;362;0;7.67;-54.8;71.0;50.27;Rework;No;;0.0;v2.1
SN-2024-0527;Morning;Intel;PCB-I-2024-B;Sharp;LCD-S-790;WireTech;CBL-2024-844;LG Chem;Plast-Pro;Arctic-5;23.7;55.9;1025;16.4;21.0;1.1;12;168.5;0.106;Sold_01;250;250.9;3.71;1770;14.5;50.1;13.7;54.7;2.1;1.05;440;0;7.29;-43.8;70.6;49.59;Pass;No;;0.0;v2.2
SN-2023-0505;Afternoon;Intel;PCB-I-2022-Y;Samsung;LCD-S-775;Cables-X;CBL-2023-239;LG Chem;Plast-Pro;CoolM-2;23.3;62.0;1015;23.8;26.9;1.08;12;157.1;0.111;Sold_02;250;251.2;2.58;1669;12.1;52.8;14.63;53.4;2.25;1.04;447;0;7.58;-48.4;71.0;50.39;Pass;No;;0.0;v2.2
SN-2025-0435;Afternoon;Intel;PCB-I-2025-B;Sharp;LCD-S-711;Cables-X;CBL-2024-020;LG Chem;MoldMaster;Arctic-5;21.8;57.1;1014;13.9;22.1;0.8;12;190.3;0.086;Sold_02;250;249.2;3.95;1888;12.5;51.9;13.36;48.9;2.26;1.09;406;0;7.04;-54.0;73.2;50.37;Pass;No;;0.0;v2.1
SN-2023-0348;Morning;Intel;PCB-I-2023-C;Sharp;LCD-S-153;WireTech;CBL-2022-620;LG Chem;Plast-Pro;Arctic-5;21.6;39.0;1030;8.9;35.1;1.04;12;182.4;0.102;Sold_01;250;249.8;2.67;3977;11.0;51.1;13.25;56.5;2.32;1.0;422;0;9.85;-47.4;74.0;50.34;Pass;No;;0.0;v2.1
SN-2023-0387;Afternoon;AMD;PCB-A-2022-Y;Sharp;LCD-S-211;WireTech;CBL-2022-132;LG Chem;MoldMaster;Arctic-5;23.0;64.9;1004;5.9;12.0;1.09;12;173.2;0.081;Sold_02;250;251.9;4.03;399;14.1;50.8;12.41;42.2;2.22;1.07;425;0;5.21;-44.5;72.9;49.58;Pass;No;;0.0;v2.1
SN-2024-0337;Morning;AMD;PCB-A-2023-B;Samsung;LCD-S-193;FlexConnect;CBL-2024-494;LG Chem;Plast-Pro;CoolM-2;24.5;63.4;994;21.4;26.2;0.93;12;150.4;0.169;Sold_02;250;253.2;3.67;4540;12.5;49.2;12.05;58.4;2.33;1.0;361;0;7.45;-56.2;73.0;49.92;Pass;No;;0.0;v2.1
SN-2024-0207;Morning;AMD;PCB-A-2023-B;Sharp;LCD-S-392;Cables-X;CBL-2024-888;Panasonic;Plast-Pro;CoolM-2;21.9;47.2;1030;8.0;16.6;1.12;12;152.6;0.103;Sold_02;250;249.2;4.27;1580;12.3;54.4;12.41;55.5;2.27;1.1;401;0;7.17;-50.6;73.0;49.9;Pass;No;;0.0;v2.2
SN-2024-0141;Afternoon;Intel;PCB-I-2024-C;LG;LCD-L-661;Cables-X;CBL-2024-409;LG Chem;MoldMaster;Arctic-5;24.8;63.6;1005;12.7;12.8;1.0;12;177.2;0.186;Sold_01;250;249.1;3.21;1481;13.2;54.7;13.42;48.5;2.15;1.09;370;0;8.8;-50.6;74.1;50.27;Pass;No;;0.0;v2.2
SN-2025-0555;Morning;AMD;PCB-A-2025-B;Sharp;LCD-S-441;WireTech;CBL-2025-262;LG Chem;Plast-Pro;Arctic-5;22.7;58.8;999;22.9;19.8;1.16;12;180.3;0.066;Sold_02;250;250.5;2.56;1072;10.8;53.0;14.66;50.8;2.11;1.1;385;0;8.45;-58.9;73.6;50.14;Pass;No;;0.0;v2.1
SN-2023-0476;Afternoon;AMD;PCB-A-2022-C;LG;LCD-L-226;WireTech;CBL-2022-142;LG Chem;MoldMaster;Arctic-5;22.8;60.6;1017;11.6;38.6;1.1;12;185.3;0.114;Sold_02;250;254.0;3.71;3219;10.2;51.0;13.01;53.6;2.36;1.08;365;2;6.86;-54.4;73.1;49.99;Pass;No;;0.0;v2.1
SN-2025-0126;Afternoon;AMD;PCB-A-2025-X;Sharp;LCD-S-761;FlexConnect;CBL-2025-413;Panasonic;Plast-Pro;CoolM-2;25.0;57.5;1026;17.0;39.4;1.06;12;171.8;0.165;Sold_01;250;252.7;2.7;3570;11.8;47.4;12.08;45.1;2.11;1.05;420;0;8.3;-50.3;72.2;49.63;Pass;No;;0.0;v2.2
SN-2025-0101;Morning;Intel;PCB-I-2024-B;LG;LCD-L-182;Cables-X;CBL-2025-545;Panasonic;Plast-Pro;CoolM-2;23.0;47.1;990;7.1;31.0;0.86;12;174.6;0.06;Sold_02;250;248.2;2.54;3381;10.4;46.0;13.18;49.7;2.16;1.06;421;0;5.96;-57.6;74.7;50.39;Pass;No;;0.0;v2.2
SN-2025-0280;Afternoon;AMD;PCB-A-2025-Y;Sharp;LCD-S-316;WireTech;CBL-2024-559;LG Chem;Plast-Pro;CoolM-2;22.4;48.2;1010;12.2;30.3;1.1;12;170.1;0.096;Sold_02;250;248.3;3.59;3195;11.3;47.1;13.97;49.4;2.25;1.04;435;0;5.49;-49.7;71.0;50.05;Pass;No;;0.0;v2.1
SN-2023-0653;Morning;Intel;PCB-I-2022-B;Samsung;LCD-S-397;Cables-X;CBL-2022-693;LG Chem;MoldMaster;CoolM-2;21.2;42.1;1025;19.5;20.6;0.99;12;161.3;0.108;Sold_01;250;254.4;3.45;2345;14.6;49.8;14.92;48.8;2.35;1.02;439;0;5.86;-42.0;70.5;50.22;Pass;No;;0.0;v2.1
SN-2023-0173;Afternoon;AMD;PCB-A-2022-A;Samsung;LCD-S-434;FlexConnect;CBL-2023-972;LG Chem;Plast-Pro;CoolM-2;22.4;56.9;1001;7.0;29.9;0.81;12;191.5;0.121;Sold_02;250;252.9;3.34;3195;14.5;54.3;12.5;58.1;2.38;1.09;361;0;7.49;-50.4;72.4;50.05;Rework;No;;0.0;v2.2
SN-2024-0462;Afternoon;AMD;PCB-A-2023-Y;Sharp;LCD-S-221;FlexConnect;CBL-2023-333;LG Chem;MoldMaster;Arctic-5;24.2;41.5;1026;12.4;23.0;1.15;12;160.4;0.189;Sold_01;250;250.1;4.7;2276;13.6;52.3;14.53;46.1;2.35;1.02;381;0;7.76;-52.2;71.7;49.64;Pass;No;;0.0;v2.2
SN-2023-0039;Afternoon;AMD;PCB-A-2022-B;Samsung;LCD-S-380;WireTech;CBL-2022-681;Panasonic;MoldMaster;CoolM-2;22.2;63.2;995;12.5;27.8;1.01;12;154.1;0.108;Sold_01;250;248.4;3.73;3675;10.8;49.9;13.48;58.6;2.36;1.07;389;1;9.89;-49.1;70.2;50.19;Pass;No;;0.0;v2.2
SN-2024-0026;Morning;Intel;PCB-I-2023-A;LG;LCD-L-549;Cables-X;CBL-2024-703;Panasonic;MoldMaster;CoolM-2;23.0;39.2;1019;18.2;21.8;1.18;12;198.2;0.085;Sold_02;250;249.6;3.88;4404;14.5;49.9;14.06;59.2;2.36;1.05;367;0;8.49;-57.7;74.2;50.29;Pass;No;;0.0;v2.1
SN-2023-0091;Morning;AMD;PCB-A-2022-Y;LG;LCD-L-773;WireTech;CBL-2023-342;LG Chem;MoldMaster;CoolM-2;24.5;48.1;1020;11.6;20.3;0.96;12;178.7;0.134;Sold_02;250;251.2;3.3;774;12.2;46.7;14.02;58.7;2.23;1.08;368;0;5.32;-44.1;74.0;49.93;Pass;No;;0.0;v2.1
SN-2025-0599;Morning;Intel;PCB-I-2024-B;LG;LCD-L-945;Cables-X;CBL-2024-083;LG Chem;Plast-Pro;Arctic-5;21.8;39.1;1009;21.2;19.2;0.94;12;191.0;0.183;Sold_01;250;253.5;3.76;2826;14.8;45.7;13.34;48.4;2.2;1.09;390;0;7.71;-53.7;74.7;50.3;Pass;No;;0.0;v2.1
SN-2024-0518;Morning;AMD;PCB-A-2024-A;Sharp;LCD-S-486;FlexConnect;CBL-2024-331;Panasonic;MoldMaster;Arctic-5;21.3;64.4;992;16.2;37.7;1.03;12;153.3;0.2;Sold_02;250;254.4;3.26;3002;13.5;50.5;12.79;50.6;2.16;1.08;365;0;8.1;-42.7;74.0;50.25;Pass;No;;0.0;v2.1
SN-2024-0188;Afternoon;AMD;PCB-A-2024-B;Samsung;LCD-S-408;Cables-X;CBL-2024-664;LG Chem;Plast-Pro;CoolM-2;23.4;46.8;1022;16.1;20.1;1.19;12;198.9;0.142;Sold_01;250;253.7;2.65;4566;10.7;53.4;14.18;49.2;2.12;1.06;442;0;7.53;-45.9;73.1;50.38;Pass;No;;0.0;v2.1
SN-2025-0003;Afternoon;AMD;PCB-A-2025-C;Samsung;LCD-S-831;WireTech;CBL-2025-061;Panasonic;Plast-Pro;CoolM-2;24.1;60.7;1018;9.9;32.7;0.92;12;162.7;0.059;Sold_02;250;249.7;4.39;3602;12.8;49.8;14.78;54.1;2.37;1.06;355;0;5.94;-46.8;70.5;49.8;Pass;No;;0.0;v2.2
SN-2025-0552;Morning;Intel;PCB-I-2024-X;LG;LCD-L-322;Cables-X;CBL-2025-170;LG Chem;Plast-Pro;CoolM-2;21.6;48.8;1029;6.1;30.4;0.83;12;183.8;0.057;Sold_02;250;253.5;3.0;349;14.0;46.8;14.75;55.2;2.21;1.04;403;0;8.26;-55.2;74.9;50.11;Pass;No;;0.0;v2.2
SN-2024-0406;Afternoon;Nvidia;PCB-N-2023-B;Samsung;LCD-S-689;WireTech;CBL-2023-948;LG Chem;MoldMaster;Arctic-5;23.3;55.1;1004;21.5;17.4;0.9;12;184.0;0.162;Sold_01;250;248.9;3.65;3148;14.3;47.6;13.69;55.5;2.25;1.07;436;0;7.8;-53.7;72.3;49.89;Pass;No;;0.0;v2.1
SN-2024-0468;Afternoon;Intel;PCB-I-2023-X;Samsung;LCD-S-951;Cables-X;CBL-2024-879;Panasonic;MoldMaster;Arctic-5;23.4;47.5;990;22.7;17.9;1.09;12;193.5;0.104;Sold_01;250;249.2;4.72;122;12.5;53.1;12.29;59.5;2.36;1.02;412;0;6.4;-40.2;72.0;49.54;Pass;No;;0.0;v2.2
SN-2025-0016;Afternoon;Intel;PCB-I-2025-Y;LG;LCD-L-860;FlexConnect;CBL-2024-277;Panasonic;MoldMaster;CoolM-2;23.1;61.9;1021;16.7;30.9;0.89;12;151.3;0.062;Sold_02;250;253.7;3.19;4283;11.9;53.5;13.73;51.0;2.33;1.05;443;0;7.39;-48.9;70.5;49.61;Pass;No;;0.0;v2.2
SN-2025-0621;Morning;AMD;PCB-A-2025-Y;Samsung;LCD-S-145;WireTech;CBL-2024-776;Panasonic;Plast-Pro;Arctic-5;23.0;35.7;997;10.4;30.0;0.95;12;183.0;0.117;Sold_01;250;248.6;3.66;3289;12.9;46.8;13.31;41.0;2.15;1.03;445;0;9.89;-42.1;70.6;50.37;Pass;No;;0.0;v2.2
SN-2023-0500;Morning;Nvidia;PCB-N-2023-A;Sharp;LCD-S-829;Cables-X;CBL-2022-682;LG Chem;Plast-Pro;Arctic-5;23.0;42.3;996;6.9;13.3;0.88;12;159.2;0.13;Sold_01;250;248.5;5.03;4294;10.5;53.5;13.14;47.4;2.35;1.04;364;0;7.7;-52.3;73.9;50.32;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0339;Morning;Nvidia;PCB-N-2022-X;Samsung;LCD-S-387;FlexConnect;CBL-2023-331;LG Chem;MoldMaster;CoolM-2;24.1;64.9;1002;14.4;30.8;1.11;12;198.5;0.186;Sold_01;250;251.4;2.92;586;10.8;47.2;13.97;42.5;2.26;1.06;359;0;6.43;-46.3;73.4;50.12;Pass;No;;0.0;v2.1
SN-2024-0501;Afternoon;AMD;PCB-A-2023-A;Samsung;LCD-S-160;WireTech;CBL-2023-040;LG Chem;MoldMaster;Arctic-5;25.3;57.8;1030;21.4;16.7;1.05;12;153.8;0.194;Sold_02;250;253.9;3.19;1169;11.7;49.5;14.9;53.4;2.15;1.09;356;1;6.6;-40.5;73.3;49.58;Pass;No;;0.0;v2.2
SN-2023-0029;Morning;AMD;PCB-A-2023-C;Samsung;LCD-S-316;Cables-X;CBL-2022-369;LG Chem;Plast-Pro;Arctic-5;21.8;38.8;991;16.1;11.4;1.18;12;180.6;0.121;Sold_01;250;253.7;3.76;4080;13.1;46.4;12.01;50.2;2.33;1.07;426;0;7.21;-59.2;73.6;49.52;Pass;No;;0.0;v2.1
SN-2024-0530;Morning;Nvidia;PCB-N-2023-A;Samsung;LCD-S-723;WireTech;CBL-2023-938;Panasonic;Plast-Pro;CoolM-2;23.7;48.2;1013;11.5;12.7;1.17;12;197.3;0.124;Sold_01;250;252.3;4.05;4072;10.6;53.1;13.57;45.1;2.2;1.03;368;1;7.72;-46.8;74.1;50.38;Pass;No;;0.0;v2.2
SN-2024-0655;Afternoon;Intel;PCB-I-2023-Y;Samsung;LCD-S-211;Cables-X;CBL-2023-055;Panasonic;MoldMaster;CoolM-2;24.9;56.1;1009;14.9;17.8;0.99;12;188.1;0.173;Sold_01;250;255.0;6.42;2450;14.5;55.0;14.47;49.7;2.32;1.05;395;2;6.3;-53.3;71.2;50.27;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2025-0481;Afternoon;Intel;PCB-I-2024-C;LG;LCD-L-978;Cables-X;CBL-2025-667;LG Chem;Plast-Pro;Arctic-5;23.7;40.4;1009;23.0;36.2;1.12;12;165.6;0.069;Sold_02;250;252.2;3.95;812;12.1;49.8;14.27;50.4;2.31;1.02;397;0;7.66;-40.5;71.6;49.82;Pass;No;;0.0;v2.2
SN-2024-0258;Morning;AMD;PCB-A-2024-Y;Samsung;LCD-S-617;WireTech;CBL-2023-576;Panasonic;Plast-Pro;Arctic-5;23.4;44.3;1027;18.3;16.2;0.86;12;152.7;0.078;Sold_01;250;250.3;3.81;3127;12.6;48.2;12.68;41.2;2.22;1.07;424;1;8.03;-46.8;71.4;49.52;Pass;No;;0.0;v2.1
SN-2023-0170;Afternoon;Intel;PCB-I-2023-A;Samsung;LCD-S-647;WireTech;CBL-2022-122;LG Chem;MoldMaster;CoolM-2;25.0;62.8;992;14.6;14.2;0.94;12;153.1;0.197;Sold_02;250;254.7;4.12;4506;14.9;48.3;12.87;48.0;2.16;1.02;361;0;6.68;-50.7;72.8;50.4;Pass;No;;0.0;v2.1
SN-2025-0058;Afternoon;Intel;PCB-I-2024-Y;LG;LCD-L-844;WireTech;CBL-2024-216;LG Chem;MoldMaster;Arctic-5;24.7;46.6;1025;22.2;16.8;1.12;12;163.0;0.173;Sold_02;250;252.2;4.56;1453;12.3;51.3;12.03;58.1;2.31;1.02;439;0;5.28;-45.7;72.4;50.26;Pass;No;;0.0;v2.2
SN-2024-0510;Morning;Intel;PCB-I-2023-C;Sharp;LCD-S-103;FlexConnect;CBL-2023-140;LG Chem;Plast-Pro;CoolM-2;25.6;44.8;1004;18.0;13.4;1.02;12;154.9;0.051;Sold_01;250;251.1;3.6;3487;13.2;51.4;12.82;51.6;2.31;1.02;357;0;6.75;-47.7;72.3;49.76;Pass;No;;0.0;v2.1
SN-2024-0566;Morning;Nvidia;PCB-N-2024-X;LG;LCD-L-649;WireTech;CBL-2023-156;LG Chem;Plast-Pro;Arctic-5;22.0;40.0;1010;5.8;37.3;1.01;12;151.0;0.153;Sold_02;250;250.4;2.66;2597;14.5;47.0;14.07;57.9;2.1;1.02;385;0;5.02;-58.9;70.9;50.33;Pass;No;;0.0;v2.1
SN-2025-0052;Morning;Intel;PCB-I-2025-C;LG;LCD-L-582;Cables-X;CBL-2024-219;Panasonic;Plast-Pro;CoolM-2;25.9;37.5;1017;5.3;30.1;1.11;12;167.1;0.053;Sold_01;250;248.9;3.16;1134;11.3;49.6;14.06;43.6;2.19;1.06;408;0;9.73;-56.9;71.2;49.65;Pass;No;;0.0;v2.2
SN-2024-0225;Afternoon;AMD;PCB-A-2024-C;Sharp;LCD-S-615;Cables-X;CBL-2023-118;Panasonic;Plast-Pro;Arctic-5;23.1;50.4;1022;10.7;19.3;1.12;12;169.6;0.189;Sold_02;250;250.2;3.71;2742;11.6;50.2;13.31;54.4;2.35;1.01;381;0;9.84;-45.3;70.3;50.19;Pass;No;;0.0;v2.1
SN-2023-0492;Afternoon;Nvidia;PCB-N-2022-B;Samsung;LCD-S-584;WireTech;CBL-2022-615;LG Chem;Plast-Pro;CoolM-2;22.3;51.7;1006;9.2;14.7;1.0;12;159.0;0.111;Sold_01;250;249.0;4.03;18;10.3;54.0;12.27;50.1;2.21;1.03;434;0;8.31;-45.0;73.4;49.87;Pass;No;;0.0;v2.2
SN-2024-0266;Afternoon;Intel;PCB-I-2024-C;Samsung;LCD-S-215;WireTech;CBL-2023-987;LG Chem;Plast-Pro;Arctic-5;23.0;45.2;992;6.0;29.7;0.84;12;159.9;0.091;Sold_01;250;249.3;2.68;662;14.7;54.4;14.2;54.2;2.39;1.06;386;0;8.07;-54.1;74.2;50.31;Pass;No;;0.0;v2.1
SN-2024-0410;Morning;Nvidia;PCB-N-2023-Y;LG;LCD-L-516;FlexConnect;CBL-2024-879;Panasonic;MoldMaster;CoolM-2;22.0;57.1;1013;14.6;33.8;1.19;12;182.6;0.062;Sold_02;250;248.7;3.51;3867;12.5;51.0;12.24;43.2;2.21;1.09;406;0;6.79;-51.0;70.4;49.68;Pass;No;;0.0;v2.1
